Mese,Giorno,Data_n,Data,Ora,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding,fid,UPL,UPL_nome,Quartiere,circoscrizione,Id_Quartiere
Febbraio,Mercoledì,"2",02/02/2022,02:57:00,VIA ZAPPA GINO altezza del civico 144,"0",C,38.178141,13.311075,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Febbraio,Sabato,"5",05/02/2022,02:30:00,VIA PATTI altezza del civico 129,"0",C,38.178101,13.313998,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Febbraio,Sabato,"19",19/02/2022,21:40:00,VIA LANZA DI SCALEA GIUSEPPE altezza rotatoria,"1",F,38.178102,13.308716,si...?,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Marzo,Venerdì,"11",11/03/2022,22:00:00,VIA ZAPPA GINO nr. 10,"0",C,38.178604,13.313343,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Aprile,Domenica,"3",03/04/2022,17:15:00,VIA ZAPPA GINO altezza del civico 12,"1",F,38.178573,13.313271,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Aprile,Martedì,"5",05/04/2022,20:00:00,VIA S.NICOLA pressi via pv13,"0",C,38.181275,13.312632,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Aprile,Lunedi,"11",11/04/2022,16:30:00,VIA ZAPPA GINO altezza (inters.) VIA PATTI,"1",F,38.179222,13.313847,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Aprile,Mercoledì,"20",20/04/2022,16:30:00,VIALE PERTINI SANDRO pressi 710,"1",F,38.180533,13.319593,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Aprile,Domenica,"24",24/04/2022,17:30:00,VIA LANZA DI SCALEA GIUSEPPE altezza -,"0",C,38.178594,13.308243,si,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Maggio,Lunedi,"2",02/05/2022,20:40:00,VIALE PERTINI SANDRO intersezione con VIA PATTI,"1",R,38.174935,13.315854,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Maggio,Martedì,"17",17/05/2022,17:45:00,VIA MAZZOLA VALENTINO altezza (inters.) VIA GIRARDENGO COSTANTE,"0",C,38.177558,13.31512,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Maggio,Mercoledì,"18",18/05/2022,14:45:00,VIA LANZA DI SCALEA GIUSEPPE di fronte Conca D'Oro,"1",F,38.182595,13.304422,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Giugno,Sabato,"4",04/06/2022,12:00:00,VIA MARCIANO ROCKY intersezione VIA BENELLI TONINO,"2",F,38.183407,13.314736,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Giugno,Giovedì,"16",16/06/2022,11:15:00,VIA LANZA DI SCALEA GIUSEPPE pressi velodromo,"0",C,38.173676,13.311931,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Giugno,Giovedì,"16",16/06/2022,12:15:00,VIALE PERTINI SANDRO in prossimità di area semaforica,"1",F,38.18135,13.318974,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Giugno,Venerdì,"24",24/06/2022,09:40:00,VIA LANZA DI SCALEA GIUSEPPE pressi ROT VELODROMO,"1",F,38.174841,13.312715,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Giugno,Giovedì,"30",30/06/2022,11:30:00,VIA ZAPPA GINO altezza (inters.) VIA PATTI,"0",C,38.179231,13.313828,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Venerdì,"1",01/07/2022,11:00:00,VIA SENOCRATE DI AGRIGENTO intersezione con VIA CARNERA PRIMO,"2",F,38.181318,13.317819,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Lunedi,"5",05/07/2022,02:00:00,VIA GIRARDENGO COSTANTE nr. 9,"0",C,38.178231,13.316611,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Martedì,"12",12/07/2022,14:00:00,VIA PISANO LEONARDO altezza del civico 30,"1",F,38.177824,13.313302,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Mercoledì,"28",28/07/2022,08:30:00,VIALE PERTINI SANDRO a mt. 80 v cannatella,"1",F,38.181405,13.319071,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Giovedì,"28",28/07/2022,13:00:00,VIA CASTELLOTTI EUGENIO pressi R Marciano,"0",C,38.18326,13.31437,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Sabato,"30",30/07/2022,01:30:00,VIA LANZA DI SCALEA GIUSEPPE altezza CONCA D'ORO,"1",F,38.181216,13.30558,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Sabato,"30",30/07/2022,13:40:00,VIA COPPI FAUSTO intersezione VIA ASCARI ALBERTO,"1",F,38.180007,13.316715,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Luglio,Sabato,"30",30/07/2022,18:30:00,VIALE BRANDI CESARE intersezione con VIA PESCIA,"0",C,38.185291,13.313745,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Agosto,Domenica,"7",07/08/2022,20:45:00,VIALE PERTINI SANDRO altezza VIA PATTI,"1",F,38.174891,13.315832,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Agosto,Venerdì,"12",12/08/2022,09:00:00,VIALE BRANDI CESARE intersezione VIA CAPPAROZZO GIUSEPPE,"1",F,38.181848,13.31059,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Agosto,Sabato,"27",27/08/2022,02:30:00,VIA LANZA DI SCALEA GIUSEPPE in direzione di V.LE STRASBURGO VIA BESTA FABIO,"0",M,38.17802,13.308736,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Settembre,Martedì,"7",07/09/2022,00:30:00,VIA LANZA DI SCALEA GIUSEPPE in prossimità di Conca d'Oro,"0",C,38.18169,13.305147,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Settembre,Martedì,"20",20/09/2022,23:15:00,VIA D'ALVISE PIETRO altezza del civico 9,"2",F,38.18063,13.311275,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Settembre,Lunedi,"26",26/09/2022,21:15:00,VIA MORMINO IGNAZIO intersezione con VIA PISANO LEONARDO,"0",C,38.175582,13.313869,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Ottobre,Martedì,"4",04/10/2022,21:30:00,VIA MORMINO IGNAZIO intersezione VIA LANZA DI SCALEA GIUSEPPE,"2",F,38.175245,13.312872,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Ottobre,Sabato,"15",15/10/2022,19:20:00,VIA PATTI intersezione VIA GUTTUSO RENATO,"0",C,38.174882,13.315864,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Novembre,Giovedì,"3",03/11/2022,19:50:00,VIA LANZA DI SCALEA GIUSEPPE altezza areaconca d'oro,"0",C,38.183263,13.307229,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Novembre,Venerdì,"18",18/11/2022,06:50:00,VIALE PERTINI SANDRO intersezione VIA PATTI,"1",F,38.174899,13.315872,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Novembre,Martedì,"22",22/11/2022,14:00:00,VIA PISANO LEONARDO altezza del civico 14,"0",C,38.176398,13.313623,,"13","47",San Filippo Neri,Pallavicino,VII,"23"
Gennaio,Martedì,"4",04/01/2022,20:05:00,VIA BESTA FABIO di fronte al civico 43/B,"0",C,38.176235,13.307046,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Gennaio,Sabato,"8",08/01/2022,05:50:00,VIALE NICOLETTI ROSARIO altezza (spec.) -sopravia,"1",F,38.19279,13.287138,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Gennaio,Sabato,"15",15/01/2022,08:30:00,VIALE REGIONE SICILIANA N.O. altezza del civico 8648,"1",F,38.170779,13.299434,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Gennaio,Martedì,"25",25/01/2022,11:30:00,VIA LANZA DI SCALEA GIUSEPPE altezza del civico 2701,"0",C,38.186784,13.301233,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Giovedì,"10",10/02/2022,14:30:00,VIALE NICOLETTI ROSARIO in prossimità di intersezione,"0",C,38.191637,13.290004,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Giovedì,"10",10/02/2022,19:15:00,VIALE NICOLETTI ROSARIO di fronte Distrib. ESSO,"0",C,38.190795,13.291825,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Martedì,"15",15/02/2022,12:00:00,VIALE REGIONE SICILIANA N.O. altezza del civico 10750,"1",F,38.18727,13.284691,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Martedì,"15",15/02/2022,16:00:00,VIALE NICOLETTI ROSARIO altezza del civico 48/50,"1",F,38.19202,13.288661,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Lunedi,"21",21/02/2022,10:40:00,VIA SAVARESE NINO altezza (spec.) 500 mt t.natale,"3",F,38.183015,13.295015,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Venerdì,"25",25/02/2022,15:00:00,PIAZZALE BOLIVAR SIMON intersezione con VIA PARTANNA MONDELLO,"1",F,38.189652,13.298875,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Marzo,Venerdì,"11",11/03/2022,14:55:00,VIALE REGIONE SICILIANA N.O. in prossimità di 8850,"0",C,38.172591,13.297828,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Marzo,Venerdì,"11",11/03/2022,19:45:00,VIA BESTA FABIO altezza (inters.) VIA TOMMASO NATALE,"0",C,38.173315,13.302867,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Marzo,Venerdì,"18",18/03/2022,18:30:00,PIAZZALE BOLIVAR SIMON intersezione con VIALE DELL'OLIMPO,"0",C,38.1889,13.300517,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Marzo,Sabato,"19",19/03/2022,00:15:00,VIA LANZA DI SCALEA GIUSEPPE altezza ROTATORIA,"2",F,38.177704,13.308358,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Aprile,Sabato,"2",02/04/2022,11:55:00,VIA PARTANNA MONDELLO di fronte al civico 39,"1",F,38.190232,13.299999,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Aprile,Sabato,"10",10/04/2022,03:00:00,VIA LANZA DI SCALEA GIUSEPPE altezza ROTATORIA,"0",C,38.177533,13.308373,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Aprile,Lunedi,"11",11/04/2022,05:30:00,VIALE REGIONE SICILIANA N.O. carr. laterale ALT. CIV. 9077,"0",C,38.174152,13.297066,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Aprile,Lunedi,"18",18/04/2022,19:10:00,PIAZZALE BOLIVAR SIMON altezza del civico 8/g,"2",F,38.189,13.297443,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Aprile,Martedì,"26",26/04/2022,23:00:00,VIA LANZA DI SCALEA GIUSEPPE altezza VIA F.BESTA,"0",C,38.177408,13.308526,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Maggio,Mercoledì,"4",04/05/2022,12:30:00,VIALE NICOLETTI ROSARIO altezza (inters.) VIA NAPOLITANO GIAN GASPARE,"0",C,38.18893,13.295561,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Maggio,Mercoledì,"4",04/05/2022,14:30:00,VIA LANZA DI SCALEA GIUSEPPE altezza del civico 2353 DISTR. ENI,"0",C,38.185003,13.302654,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Maggio,Lunedi,"9",09/05/2022,12:55:00,VIALE NICOLETTI ROSARIO altezza rampa,"0",C,38.192133,13.288508,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Maggio,Giovedì,"19",19/05/2022,08:35:00,VIALE REGIONE SICILIANA N.O. altezza FRONTE,"2",F,38.188176,13.283987,si...?,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Giugno,Martedì,"15",15/06/2022,01:00:00,VIA LANZA DI SCALEA GIUSEPPE altezza MERC. CERAMICA,"0",C,38.173968,13.311259,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Giugno,Domenica,"27",27/06/2022,00:30:00,VIALE NICOLETTI ROSARIO altezza del civico 44,"2",F,38.191829,13.289124,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Giugno,Mercoledì,"30",30/06/2022,08:20:00,VIA LANZA DI SCALEA GIUSEPPE altezza del civico 2353,"0",C,38.185016,13.302472,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Giugno,Giovedì,"30",30/06/2022,20:30:00,VIALE NICOLETTI ROSARIO altezza ESSO,"1",F,38.190729,13.291853,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Martedì,"5",05/07/2022,10:00:00,VIA LANZA DI SCALEA GIUSEPPE altezza (spec.) Rubino,"1",F,38.182854,13.304094,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Sabato,"10",10/07/2022,01:30:00,VIA TOMMASO NATALE altezza del civico 131,"0",C,38.183611,13.292479,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Lunedi,"12",12/07/2022,04:20:00,VIA PARTANNA MONDELLO altezza del civico 31,"2",F,38.189614,13.290785,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Mercoledì,"14",14/07/2022,01:15:00,VIALE NICOLETTI ROSARIO altezza ENI,"2",F,38.1889,13.297834,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Mercoledì,"20",20/07/2022,09:15:00,VIALE NICOLETTI ROSARIO nr. 25,"1",F,38.190733,13.29187,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Giovedì,"22",22/07/2022,08:50:00,PIAZZALE BOLIVAR SIMON in prossimità di civ. 10,"1",F,38.188987,13.297364,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Sabato,"23",23/07/2022,16:00:00,PIAZZALE BOLIVAR SIMON pressi civ. 9,"1",F,38.189075,13.298636,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Martedì,"27",27/07/2022,02:50:00,VIA LANZA DI SCALEA GIUSEPPE altezza 2780,"0",C,38.188096,13.299754,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Mercoledì,"27",27/07/2022,17:00:00,VIALE NICOLETTI ROSARIO altezza (spec.) 50 mt imm. A29,"1",F,38.191944,13.288978,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Domenica,"31",31/07/2022,11:30:00,VIA TOMMASO NATALE intersezione PIAZZA MANDORLE,"1",F,38.188014,13.288784,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Martedì,"2",02/08/2022,12:30:00,VIALE REGIONE SICILIANA N.O. nr. 9135,"1",F,38.175658,13.295912,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Giovedì,"4",04/08/2022,18:30:00,VIALE NICOLETTI ROSARIO nr. 24,"2",F,38.191798,13.289679,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Venerdì,"5",05/08/2022,10:45:00,PIAZZA TOMMASO NATALE nr. 87,"0",C,38.189565,13.286769,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Giovedì,"11",11/08/2022,08:45:00,VIALE REGIONE SICILIANA N.O. altezza del civico 9918,"0",M,38.176582,13.294681,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Sabato,"20",20/08/2022,11:50:00,VIA PARTANNA MONDELLO altezza via calcante,"1",F,38.189133,13.29477,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Mercoledì,"24",24/08/2022,09:30:00,PIAZZA TOMMASO NATALE di fronte al civico 95,"0",C,38.189548,13.286786,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Settembre,Venerdì,"9",09/09/2022,10:02:00,VIALE NICOLETTI ROSARIO altezza del civico 33,"0",C,38.191133,13.290943,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Settembre,Domenica,"11",11/09/2022,16:15:00,VIA LANZA DI SCALEA GIUSEPPE altezza del civico 1515,"1",F,38.175884,13.310315,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Settembre,Domenica,"11",11/09/2022,18:50:00,VIA LIMONE intersezione con VIA DEL CILIEGIO,"2",F,38.189299,13.284763,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Settembre,Domenica,"18",18/09/2022,20:45:00,PIAZZA TOMMASO NATALE altezza del civico 203,"0",C,38.188498,13.287639,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Settembre,Giovedì,"23",23/09/2022,10:50:00,VIA TOMMASO NATALE di fronte al civico 92,"1",F,38.18092,13.294427,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Ottobre,Venerdì,"7",07/10/2022,10:00:00,VIA SFERRACAVALLO altezza del civico 100,"1",F,38.192643,13.283507,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Ottobre,Domenica,"23",23/10/2022,09:45:00,VIA LANZA DI SCALEA GIUSEPPE di fronte al civico 2780,"2",F,38.188108,13.299717,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Novembre,Giovedì,"10",10/11/2022,22:00:00,VIALE REGIONE SICILIANA nr. 9221,"0",C,38.176144,13.29556,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Novembre,Martedì,"15",15/11/2022,18:30:00,PIAZZA TOMMASO NATALE altezza del civico 163,"0",C,38.189101,13.286576,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Novembre,Mercoledì,"16",16/11/2022,15:45:00,VIALE REGIONE SICILIANA N.O. altezza del civico 9957,"1",F,38.181117,13.292274,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Novembre,Mercoledì,"23",23/11/2022,13:50:00,VIA PARTANNA MONDELLO altezza del civico 48/c,"0",C,38.189119,13.296029,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Novembre,Mercoledì,"30",30/11/2022,15:10:00,VIALE NICOLETTI ROSARIO altezza civ. 1,"0",C,38.189,13.296092,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Novembre,Mercoledì,"30",30/11/2022,16:00:00,PIAZZALE BOLIVAR SIMON intersezione VIA PARTANNA MONDELLO,"0",C,38.189078,13.29586,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Dicembre,Martedì,"6",06/12/2022,15:15:00,VIA LANZA DI SCALEA GIUSEPPE in prossimità di rotatoria,"2",F,38.177578,13.30839,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Dicembre,Sabato,"10",10/12/2022,14:30:00,VIA BESTA FABIO intersezione VIA LANZA DI SCALEA GIUSEPPE,"2",F,38.177406,13.308604,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Dicembre,Mercoledì,"21",21/12/2022,09:45:00,PIAZZA TOMMASO NATALE altezza (inters.) VIA LIMONE,"1",F,38.189841,13.285652,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Dicembre,Giovedì,"22",22/12/2022,19:00:00,VIALE REGIONE SICILIANA N.O. intersezione VICOLO GERBINO,"1",F,38.186621,13.286731,si,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Dicembre,Martedì,"27",27/12/2022,11:10:00,VIA LANZA DI SCALEA GIUSEPPE altezza del civico 2180,"3",F,38.182829,13.304137,,"15","48",Tommaso Natale - Sant'Ambrogio - Cardillo,Tommaso Natale - Sferracavallo,VII,"21"
Febbraio,Giovedì,"17",17/02/2022,19:00:00,VIA TORRETTA nr. 51,"1",F,38.197768,13.272964,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Maggio,Sabato,"21",21/05/2022,23:00:00,VIA PLAUTO altezza del civico 18/c,"1",F,38.198735,13.270628,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Maggio,Sabato,"28",28/05/2022,21:30:00,VIA BARCARELLO altezza del civico 71/a,"0",R,38.208218,13.282353,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Giugno,Giovedì,"30",30/06/2022,23:40:00,VIA MANDERINO altezza del civico 16,"0",C,38.197913,13.277418,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Venerdì,"1",01/07/2022,20:20:00,PIAZZA DAMMUSO intersezione VIA TRITONE,"0",C,38.201394,13.280616,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Sabato,"2",02/07/2022,10:00:00,VIA TORRETTA nr. 74,"1",F,38.197942,13.274334,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Lunedi,"11",11/07/2022,21:15:00,VIA PLAUTO pressi 27,"0",C,38.200638,13.268889,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Sabato,"16",16/07/2022,21:00:00,VIA DEI BARCAIUOLI nr. 33/a,"1",F,38.199618,13.277388,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Luglio,Mercoledì,"20",20/07/2022,17:00:00,VIA BARCARELLO altezza del civico 3B,"1",F,38.201963,13.27687,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Agosto,Sabato,"27",27/08/2022,17:30:00,VIA SFERRACAVALLO altezza (inters.) VIALE NICOLETTI ROSARIO,"1",F,38.194974,13.281115,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Settembre,Venerdì,"3",03/09/2022,01:40:00,VIA TERENZIO PUBLIO intersezione VIA MANDERINO,"1",F,38.198151,13.277784,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Ottobre,Giovedì,"14",14/10/2022,09:50:00,VIA PLAUTO di fronte al civico 40,"1",F,38.201179,13.268798,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Ottobre,Sabato,"23",23/10/2022,01:00:00,VIA SFERRACAVALLO altezza (inters.) VIA DEL CEDRO,"0",C,38.195304,13.280612,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Ottobre,Domenica,"30",30/10/2022,04:20:00,VIA MANDERINO altezza del civico 9,"0",C,38.197927,13.277459,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Dicembre,Giovedì,"1",01/12/2022,18:00:00,VIA SFERRACAVALLO intersezione con VIA MANDERINO,"0",C,38.197628,13.277061,,"17","49",Sferracavallo,Tommaso Natale - Sferracavallo,VII,"21"
Gennaio,Mercoledì,"12",12/01/2022,17:30:00,VIA CRISPI FRANCESCO intersezione PIAZZA TREDICI VITTIME,"0",C,38.12257,13.365103,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Gennaio,Mercoledì,"12",12/01/2022,18:00:00,VIA ROMA altezza BARA ALL'OLIVEL,"1",F,38.121188,13.361331,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Gennaio,Giovedì,"27",27/01/2022,11:30:00,VIA ROMA altezza del civico 330,"1",F,38.121338,13.361239,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Domenica,"6",06/02/2022,04:00:00,VIA NAPOLI altezza del civico 59,"0",C,38.117508,13.360447,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Domenica,"13",13/02/2022,00:45:00,VIA CAVOUR CAMILLO di fronte via villermosa,"0",C,38.121725,13.35983,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Martedì,"15",15/02/2022,15:20:00,VIA MONTELEONE nr. 58,"0",C,38.12013,13.360735,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Mercoledì,"16",16/02/2022,13:05:00,VIA CRISPI FRANCESCO altezza del civico DF 1,"0",C,38.120731,13.366183,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Giovedì,"17",17/02/2022,19:30:00,VIA ROMA nr. 312,"2",F,38.119426,13.362225,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
Febbraio,Venerdì,"18",18/02/2022,10:48:00,VIA ROMA di fronte al civico 347,"0",C,38.120501,13.361719,,"20","4",Castellammare o Loggia,Tribunali-Castellammare,I,"1"
