Mese,Giorno,Data_n,Data,Ora,Luogo,Feriti,Tipo_Sinistro,lat,lng,geocoding,fid,UPL,UPL_nome,Quartiere,circoscrizione,Id_Quartiere
Novembre,Sabato,"5",05/11/2022,16:45:00,VIA VITALI VINCENZO altezza del civico 22,"2",F,38.098758,13.349127,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Novembre,Domenica,"6",06/11/2022,00:30:00,VIA BASILE ERNESTO di fronte al civico 198,"0",C,38.100623,13.347546,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Novembre,Martedì,"15",15/11/2022,20:30:00,VIA BASILE ERNESTO altezza del civico 55,"3",F,38.094672,13.340349,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Novembre,Venerdì,"18",18/11/2022,13:00:00,VIA S.RAFFAELE ARCANGELO altezza del civico 4,"1",F,38.097012,13.349836,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Novembre,Mercoledì,"23",23/11/2022,18:40:00,VIALE REGIONE SICILIANA pressi ponte corleone,"1",F,38.091244,13.342798,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Novembre,Giovedì,"24",24/11/2022,13:30:00,VIA ZAPPALA' SALVATORE intersezione con VIA ROCCELLA GUSTAVO,"1",F,38.09945,13.35105,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Novembre,Lunedi,"28",28/11/2022,14:05:00,VIA BRASA in prossimità di via E. Basile,"0",C,38.106631,13.352759,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Dicembre,Domenica,"11",11/12/2022,04:30:00,VIA S.RAFFAELE ARCANGELO di fronte al civico 51,"0",C,38.092159,13.348538,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Dicembre,Lunedi,"13",13/12/2022,06:50:00,VIA BASILE ERNESTO altezza (inters.) VIA DI BARTOLO GIUSEPPE,"2",F,38.099277,13.346837,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Dicembre,Martedì,"13",13/12/2022,17:30:00,VIALE REGIONE SICILIANA S.E. altezza ponte corleone,"0",C,38.090127,13.344274,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Dicembre,Giovedì,"15",15/12/2022,15:50:00,VIA BASILE ERNESTO altezza (spec.) via Cau Lussori,"1",F,38.094973,13.341362,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Dicembre,Sabato,"17",17/12/2022,06:15:00,VIA BASILE ERNESTO di fronte Amat,"0",R,38.100267,13.347321,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Dicembre,Mercoledì,"28",28/12/2022,19:15:00,VIALE REGIONE SICILIANA S.E. altezza CARCERE PAGLIAR,"0",C,38.092232,13.341653,,"2","17",S.Rosalia,Montegrappa - S. Rosalia,IV,"4"
Gennaio,Venerdì,"7",07/01/2022,08:40:00,VIA RESUTTANA di fronte al civico 364,"1",F,38.151902,13.336608,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Lunedi,"10",10/01/2022,17:30:00,VIA SPINELLI VINCENZO altezza 56,"0",C,38.149977,13.335815,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Martedì,"11",11/01/2022,15:25:00,VIALE REGIONE SICILIANA S.E. altezza TRIONFANTE,"1",F,38.147483,13.327792,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Mercoledì,"12",12/01/2022,09:15:00,VIALE DIANA s.n.c.,"0",C,38.152085,13.348626,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Martedì,"18",18/01/2022,09:30:00,VIA ASPROMONTE altezza 4309,"0",C,38.142282,13.3316,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Giovedì,"20",20/01/2022,11:37:00,VIALE STRASBURGO intersezione VIA FINLANDIA,"2",F,38.155255,13.327719,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Venerdì,"21",21/01/2022,08:25:00,VIALE REGIONE SICILIANA S.E. carr. laterale TRIONFANTE,"1",F,38.147432,13.3278,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Sabato,"22",22/01/2022,00:15:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale sottop belg Tp,"1",F,38.149306,13.326536,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Sabato,"22",22/01/2022,05:30:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale DIREZIONE TP,"4",R,38.14676,13.328087,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Lunedi,"24",24/01/2022,00:01:00,VIA BELGIO altezza (inters.) VIA MONTE S.CALOGERO,"0",C,38.150032,13.32824,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Lunedi,"24",24/01/2022,08:50:00,VIALE DEL FANTE intersezione con VIA VILLA ROSATO,"1",F,38.161541,13.334033,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Lunedi,"24",24/01/2022,18:50:00,VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE,"1",F,38.154886,13.328398,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Mercoledì,"26",26/01/2022,07:40:00,VIA RESTIVO EMPEDOCLE altezza del civico 78,"0",C,38.145138,13.335359,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Domenica,"30",30/01/2022,16:20:00,VIA VAL DI MAZARA intersezione con VIA TRINACRIA,"1",F,38.149167,13.338104,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Gennaio,Lunedi,"31",31/01/2022,23:10:00,VIA RESUTTANA altezza del civico 22,"1",F,38.151419,13.337194,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Giovedì,"3",03/02/2022,10:00:00,VIA BELGIO intersezione VIA NEBRODI(DEI),"0",C,38.15032,13.328989,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Sabato,"5",05/02/2022,20:40:00,VIALE DIANA intersezione con PIAZZA LEONI,"0",C,38.147064,13.343895,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Domenica,"6",06/02/2022,14:30:00,VIALE DEL FANTE altezza del civico 66,"1",F,38.157159,13.337355,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Lunedi,"7",07/02/2022,13:09:00,SVINCOLO DI SALVO ROSARIO intersezione VIA BELGIO,"1",F,38.148882,13.326966,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Venerdì,"11",11/02/2022,17:30:00,PIAZZA GIOVANNI PAOLO II PAPA altezza del civico 26,"0",C,38.151454,13.337176,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Sabato,"12",12/02/2022,23:40:00,VIALE ERCOLE a mt. 700 da case roc,"0",C,38.161285,13.34061,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Mercoledì,"16",16/02/2022,12:00:00,VIALE DEL FANTE altezza del civico 3,"1",F,38.149069,13.342865,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Mercoledì,"23",23/02/2022,19:40:00,VIA BELGIO nr. 8,"1",F,38.150006,13.328488,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Febbraio,Sabato,"26",26/02/2022,16:45:00,VIA MONTE S.CALOGERO altezza del civico 29,"0",C,38.153907,13.324111,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"1",01/03/2022,14:10:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) SOTT BELG - TP,"0",C,38.149306,13.326536,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Sabato,"5",05/03/2022,07:15:00,VIALE DIANA altezza (inters.) VIALE ERCOLE,"0",C,38.150405,13.348621,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"8",08/03/2022,10:30:00,VIA BELGIO intersezione VIA NEBRODI(DEI),"0",C,38.150304,13.328972,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Lunedi,"14",14/03/2022,04:00:00,VIA AUSONIA intersezione VIA BRIUCCIA,"1",F,38.151792,13.332853,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"15",15/03/2022,11:30:00,VIA AUSONIA intersezione VIA VAL DI MAZARA,"0",C,38.148443,13.335795,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"15",15/03/2022,12:40:00,VIALE STRASBURGO di fronte al civico 105,"1",F,38.152404,13.330762,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"15",15/03/2022,13:00:00,VIALE DE GASPERI ALCIDE nr. 24,"1",F,38.150678,13.33715,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"15",15/03/2022,20:40:00,VIA NEBRODI(DEI) intersezione con VIA POLONIA,"1",F,38.15333,13.327144,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Mercoledì,"16",16/03/2022,12:40:00,VIALE DEL FANTE altezza piazza salerno,"0",C,38.154977,13.339008,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Giovedì,"17",17/03/2022,11:45:00,VIALE DIANA in direzione di mondello VIA DELLA FAVORITA,"3",F,38.151909,13.34995,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Sabato,"26",26/03/2022,12:38:00,VIA RESTIVO EMPEDOCLE altezza VIA SARDEGNA,"0",C,38.146076,13.334839,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Domenica,"28",28/03/2022,01:00:00,VIA BELGIO altezza del civico 4,"1",F,38.150661,13.329567,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Lunedi,"28",28/03/2022,12:45:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA SARDEGNA,"0",C,38.144399,13.330555,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Lunedi,"28",28/03/2022,21:45:00,VIA BELGIO altezza del civico 15,"1",F,38.151527,13.330755,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Martedì,"29",29/03/2022,10:15:00,VIALE DE GASPERI ALCIDE intersezione PIAZZA FRANCESE MARIO,"1",F,38.148516,13.331475,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Marzo,Mercoledì,"30",30/03/2022,11:00:00,PIAZZA GIOVANNI PAOLO II PAPA altezza del civico 1,"0",C,38.152322,13.339221,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Venerdì,"1",01/04/2022,11:05:00,VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE,"0",C,38.154877,13.328448,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Sabato,"2",02/04/2022,06:00:00,VIALE REGIONE SICILIANA N.O. altezza Rot. R.Di Salvo,"2",F,38.148796,13.326009,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Lunedi,"4",04/04/2022,09:00:00,VIALE STRASBURGO intersezione con VIALE DE GASPERI ALCIDE,"0",C,38.149121,13.332952,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Mercoledì,"6",06/04/2022,19:50:00,VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA,"1",F,38.149769,13.334625,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Venerdì,"9",09/04/2022,02:40:00,VIALE DEL FANTE a mt. 200 case rocca,"2",F,38.156669,13.337793,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Giovedì,"15",15/04/2022,02:00:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) Rotonda Belgio,"0",C,38.149198,13.327028,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Sabato,"16",16/04/2022,17:40:00,VIA AQUILEIA nr. 82,"0",C,38.142814,13.33218,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Domenica,"17",17/04/2022,16:00:00,VIALE REGIONE SICILIANA N.O. intersezione SVINCOLO DI SALVO ROSARIO,"0",C,38.148597,13.326894,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Domenica,"17",17/04/2022,18:45:00,VIALE REGIONE SICILIANA carr. centrale sott belgio tp,"1",F,38.148597,13.326894,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Lunedi,"19",19/04/2022,07:00:00,VIALE DEL FANTE intersezione con VIA DEL CARABINIERE,"1",F,38.149324,13.342675,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Venerdì,"22",22/04/2022,07:45:00,VIALE CROCE ROSSA di fronte al civico 40,"1",F,38.149046,13.339685,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Venerdì,"22",22/04/2022,18:00:00,VIA VILLA SOFIA altezza (inters.) VIALE CROCE ROSSA,"0",C,38.153609,13.336743,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Sabato,"23",23/04/2022,10:00:00,VIALE STRASBURGO altezza del civico 87,"1",F,38.152035,13.331065,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Aprile,Lunedi,"25",25/04/2022,17:30:00,VIALE DE GASPERI ALCIDE intersezione con VIA RESTIVO EMPEDOCLE,"1",F,38.149124,13.333001,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Lunedi,"2",02/05/2022,18:50:00,VIALE DE GASPERI ALCIDE intersezione con PIAZZA FRANCESE MARIO,"1",F,38.148492,13.331402,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Mercoledì,"4",04/05/2022,19:00:00,VIALE STRASBURGO intersezione VIALE DE GASPERI ALCIDE,"2",F,38.14913,13.332928,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Giovedì,"5",05/05/2022,17:15:00,VIA BELGIO intersezione VIALE STRASBURGO,"0",M,38.151737,13.331226,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Giovedì,"5",05/05/2022,20:00:00,VIALE REGIONE SICILIANA N.O. in prossimità di 1,"0",C,38.15024,13.325022,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Sabato,"7",07/05/2022,02:30:00,VIALE REGIONE SICILIANA N.O. carr. centrale direzione TP,"0",C,38.1489,13.326391,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Sabato,"8",08/05/2022,02:00:00,VIALE REGIONE SICILIANA S.E. pressi sottoponte belg,"0",C,38.149013,13.32629,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Lunedi,"10",10/05/2022,09:15:00,VIA CASSARA' ANTONINO in prossimità di intersezione,"0",C,38.151712,13.339756,si,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Sabato,"14",14/05/2022,11:30:00,VIALE STRASBURGO altezza del civico 131,"0",C,38.15319,13.330045,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Mercoledì,"18",18/05/2022,14:10:00,VIALE STRASBURGO intersezione con VIA DANIMARCA,"1",F,38.152688,13.330523,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Giovedì,"19",19/05/2022,17:00:00,VIALE REGIONE SICILIANA direzione Trapani VIA BELGIO,"0",C,38.148443,13.326822,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Sabato,"21",21/05/2022,23:15:00,VIA NEBRODI(DEI) altezza del civico 61/h,"1",F,38.151346,13.328372,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Lunedi,"23",23/05/2022,12:30:00,VIA RESUTTANA intersezione VIA VILLA SOFIA,"0",R,38.153927,13.333768,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Lunedi,"23",23/05/2022,13:45:00,VIA RESUTTANA altezza (inters.) VIA VILLA SOFIA,"0",C,38.153927,13.333762,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Martedì,"24",24/05/2022,23:00:00,VIALE DE GASPERI ALCIDE altezza del civico 72,"0",C,38.149551,13.334101,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Lunedi,"30",30/05/2022,12:00:00,VIA TRINACRIA altezza (spec.) 36,"0",C,38.14861,13.338162,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Lunedi,"30",30/05/2022,13:00:00,VIA AUSONIA nr. 27,"1",F,38.147,13.33706,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Maggio,Martedì,"31",31/05/2022,18:20:00,VIALE DIANA s.n.c.,"0",C,38.159232,13.343163,si...?,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Domenica,"5",05/06/2022,20:46:00,VIA DELLE MADONIE intersezione con VIA NEBRODI(DEI),"1",F,38.146878,13.331144,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Martedì,"7",07/06/2022,17:15:00,VIALE DEL FANTE intersezione VIA VILLA ROSATO,"1",F,38.161516,13.334031,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Mercoledì,"8",08/06/2022,16:00:00,VIALE DEL FANTE di fronte via cassara',"1",R,38.152177,13.340943,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Giovedì,"9",09/06/2022,16:15:00,VIALE DEL FANTE s.n.c.,"1",F,38.149291,13.342704,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Venerdì,"10",10/06/2022,06:30:00,VIALE REGIONE SICILIANA N.O. altezza SOTT BELGIO,"0",C,38.148768,13.326542,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Venerdì,"10",10/06/2022,12:30:00,VIA NEBRODI(DEI) altezza del civico 124,"1",F,38.154318,13.326521,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Sabato,"11",11/06/2022,13:30:00,VIALE STRASBURGO intersezione VIA BRIUCCIA,"0",C,38.151043,13.331813,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Domenica,"12",12/06/2022,00:30:00,VIALE DIANA a mt. 200,"1",F,38.157958,13.343824,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Giovedì,"16",16/06/2022,04:45:00,VIALE DIANA altezza via rocca,"1",F,38.158707,13.343426,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Giovedì,"16",16/06/2022,19:20:00,VIALE STRASBURGO nr. 139,"1",F,38.153534,13.329711,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Venerdì,"17",17/06/2022,16:20:00,VIA S.LORENZO altezza del civico 40,"1",F,38.157602,13.331055,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Martedì,"21",21/06/2022,07:45:00,VIALE DEL FANTE nr. 1,"0",C,38.147547,13.343691,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Mercoledì,"22",22/06/2022,18:15:00,VIALE DEL FANTE altezza del civico 3A,"1",F,38.149098,13.342823,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Lunedi,"27",27/06/2022,11:40:00,PIAZZA LEONI intersezione con VIALE DIANA,"1",F,38.147122,13.343842,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Martedì,"28",28/06/2022,17:30:00,VIA TRINACRIA intersezione con VIA VAL DI MAZARA,"1",F,38.149156,13.338092,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Martedì,"29",29/06/2022,08:40:00,VIA RESTIVO EMPEDOCLE intersezione con VIA VAL DI MAZARA,"0",C,38.147687,13.333798,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Mercoledì,"29",29/06/2022,12:30:00,VIA RESUTTANA altezza del civico 404,"1",F,38.152673,13.335546,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Giovedì,"30",30/06/2022,08:25:00,VIA BELGIO intersezione VIALE STRASBURGO,"0",C,38.151724,13.331155,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Giugno,Giovedì,"30",30/06/2022,18:00:00,PARCO DELLA FAVORITA pressi Case Rocca,"1",F,38.158737,13.343419,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Venerdì,"1",01/07/2022,18:30:00,VIA BELGIO altezza SOTTOVIA,"0",C,38.149515,13.327425,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Mercoledì,"6",06/07/2022,14:10:00,PIAZZA LEONI altezza del civico 9,"2",F,38.146976,13.343558,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Lunedi,"11",11/07/2022,15:20:00,VIA MONTE MARIO intersezione con VIA NEBRODI(DEI),"1",F,38.15245,13.327607,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Martedì,"12",12/07/2022,16:40:00,VIA NENNI PIETRO altezza (inters.) VIALE FRANCIA,"0",C,38.154021,13.321065,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Mercoledì,"20",20/07/2022,11:50:00,VIALE REGIONE SICILIANA altezza (spec.) st.Ponte Belgio,"1",F,38.148445,13.326863,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Sabato,"24",24/07/2022,02:40:00,VIALE DEL FANTE intersezione VIALE ERCOLE,"1",F,38.14715,13.343883,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Giovedì,"28",28/07/2022,20:30:00,VIALE REGIONE SICILIANA intersezione con VIA MADRE FLORENZIA PROFILIO,"1",F,38.146825,13.327507,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Venerdì,"29",29/07/2022,17:30:00,VIA RESUTTANA nr. 352,"1",F,38.151658,13.336927,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Domenica,"31",31/07/2022,04:40:00,VIA VAL DI MAZARA altezza del civico 52,"0",C,38.149079,13.337297,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Luglio,Domenica,"31",31/07/2022,20:40:00,VIA ALDISIO SALVATORE altezza del civico 33,"1",F,38.155962,13.331087,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Martedì,"2",02/08/2022,08:15:00,PIAZZA GIOVANNI PAOLO II PAPA intersezione VIALE CROCE ROSSA,"2",F,38.150639,13.33886,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"3",03/08/2022,17:02:00,VIALE DE GASPERI ALCIDE altezza del civico 42,"0",C,38.150005,13.33558,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Giovedì,"4",04/08/2022,15:50:00,VIALE DEL FANTE nr. 66,"1",F,38.15691,13.337576,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Sabato,"6",06/08/2022,09:45:00,VIALE DE GASPERI ALCIDE intersezione VIA AUSONIA,"1",F,38.149899,13.33451,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Sabato,"6",06/08/2022,16:10:00,VIALE STRASBURGO intersezione con VIA BELGIO,"2",F,38.151743,13.331145,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"10",10/08/2022,07:50:00,VIA BELGIO in direzione di reg. siciliana VIA NEBRODI(DEI),"1",R,38.150446,13.328908,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"10",10/08/2022,09:45:00,VIALE REGIONE SICILIANA N.O. altezza (spec.) ENI P.LE EINSTE,"1",F,38.147194,13.327081,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"10",10/08/2022,18:10:00,VIALE STRASBURGO intersezione VIALE PRAGA,"0",C,38.151828,13.331208,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"10",10/08/2022,18:30:00,VIA NEBRODI(DEI) nr. 72,"2",F,38.149857,13.329224,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Venerdì,"12",12/08/2022,04:45:00,VIALE REGIONE SICILIANA N.O. pressi sottovia belgio,"0",C,38.150552,13.32938,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Venerdì,"12",12/08/2022,05:00:00,VIALE REGIONE SICILIANA N.O. pressi sottovia belgio,"1",F,38.150552,13.32938,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Venerdì,"12",12/08/2022,05:50:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale -,"0",C,38.146603,13.327916,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Venerdì,"12",12/08/2022,20:00:00,VIALE DE GASPERI ALCIDE nr. 38,"0",C,38.150251,13.336126,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Giovedì,"18",18/08/2022,20:25:00,VIALE REGIONE SICILIANA N.O. altezza sott. belgio,"0",C,38.148449,13.326851,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Venerdì,"20",20/08/2022,10:20:00,VIA RESTIVO EMPEDOCLE intersezione VIA DELLE MADONIE,"1",F,38.147707,13.333805,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Lunedi,"22",22/08/2022,18:50:00,VIALE STRASBURGO intersezione VIA BRIUCCIA,"1",F,38.150995,13.33181,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Martedì,"23",23/08/2022,10:10:00,VIA BELGIO intersezione VIA NEBRODI(DEI),"1",F,38.150451,13.32899,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"24",24/08/2022,07:30:00,VIALE REGIONE SICILIANA altezza (spec.) sottopon.Belgio,"0",C,38.148431,13.32684,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Mercoledì,"24",24/08/2022,13:45:00,VIALE STRASBURGO intersezione VIALE DE GASPERI ALCIDE,"1",F,38.149079,13.332967,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Agosto,Giovedì,"25",25/08/2022,10:45:00,VIA RESTIVO EMPEDOCLE intersezione VIALE EMILIA,"1",F,38.145358,13.335267,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Settembre,Venerdì,"2",02/09/2022,14:10:00,PIAZZA SALERNO ALFREDO intersezione VIALE DEL FANTE,"1",F,38.154967,13.339016,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
Settembre,Martedì,"13",13/09/2022,10:45:00,VIA ALDISIO SALVATORE di fronte al civico 1,"1",F,38.155127,13.329016,,"3","43",Resuttana,Resuttana - San Lorenzo,VI,"20"
